1.62753909143708e+16	0.0223030000000000
1.68515873672284e+16	0.0215270000000000
1.74481828602094e+16	0.0206350000000000
1.80658995790124e+16	0.0196110000000000
1.87054852768231e+16	0.0190610000000000
1.93677141794769e+16	0.0181400000000000
2.00533879226691e+16	0.0169190000000000
2.07633365223441e+16	0.0166750000000000
2.14984193794383e+16	0.0154380000000000
2.22595263201964e+16	0.0149880000000000
2.30475786733146e+16	0.0142340000000000
2.38635303852204e+16	0.0136280000000000
2.47083691748365e+16	0.0131460000000000
2.55831177292240e+16	0.0128900000000000
2.64888349415583e+16	0.0124630000000000
2.74266171929315e+16	0.0122700000000000
2.83975996795330e+16	0.0118460000000000
2.94029577868194e+16	0.0115770000000000
3.04439085123304e+16	0.0114280000000000
3.15217119388787e+16	0.0110310000000000
3.26376727598963e+16	0.0110490000000000
3.37931418587780e+16	0.0107540000000000
3.49895179441444e+16	0.0105240000000000
3.62282492429923e+16	0.0106590000000000
3.75108352537908e+16	0.0105020000000000
3.88388285616429e+16	0.0103120000000000
4.02138367177051e+16	0.0104310000000000
4.16375241851488e+16	0.0102310000000000
4.31116143540107e+16	0.0103270000000000
4.46378916273761e+16	0.0101160000000000
4.62182035814212e+16	0.0101770000000000
4.78544632019230e+16	0.0102000000000000
4.95486511999515e+16	0.0101170000000000
5.13028184095442e+16	0.0100910000000000
5.31190882702620e+16	0.0100690000000000
5.49996593976401e+16	0.0100490000000000
